job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills
Business Analyst,Business Analyst,"Oakland, CA",via ZipRecruiter,Full-time,0,"California, United States",2/23/2023,0,1,United States,year,90000,,KSS IMMERSION SCHOOLS INC,"['excel', 'flow']"
Data Analyst,Data Analyst,,via LinkedIn,Full-time,0,"New York, United States",2/10/2023,0,1,United States,year,92500,,Averity,"['sql', 'looker', 'tableau']"
Data Scientist,"Entry Level PhD Data Scientist (Boston, MA)","Boston, MA",via Motion Recruitment,Full-time,0,"New York, United States",2/9/2023,0,0,United States,year,132500,,Motion Recruitment,"['python', 'r', 'sql', 'postgresql', 'aws']"
Data Analyst,Environmental Scientist/Data Analyst,"Syracuse, NY",via LinkedIn,Full-time,0,"New York, United States",2/10/2023,0,1,United States,year,77000,,The Intelligence Group LLC,"['sql', 'r', 'python', 'java', 'sql server', 'postgresql', 'power bi', 'tableau']"
Data Engineer,Data Engineer,"Sunrise, FL",via LinkedIn,Contractor,0,"New York, United States",2/8/2023,0,0,United States,hour,,57,Motion Recruitment,"['sql', 'nosql', 'mongodb', 'mongodb', 'java', 'python', 'postgresql', 'couchbase', 'oracle']"
Data Engineer,Principal Data Engineer,Anywhere,via Indeed,Full-time,1,Georgia,2/23/2023,0,1,United States,hour,,54.625,Providence,"['sql', 'r', 'sas', 'sas', 'python', 'tableau']"
Data Engineer,Data Engineer,"Chicago, IL",via Dice,Full-time,0,"New York, United States",2/2/2023,0,0,United States,year,115000,,Jobot,"['python', 'css', 'sql', 'dynamodb', 'aws', 'redshift', 'spark']"
Data Analyst,Data Analyst,"Atlanta, GA",via LinkedIn,Full-time,0,Georgia,2/9/2023,0,0,United States,year,94000,,Datum Software Inc.,"['sql', 'python', 'sql server', 'oracle', 'azure', 'hadoop', 'spark', 'power bi', 'docker', 'jira']"
Senior Data Analyst,Senior Data Analyst,"Raritan, NJ",via Ladders,Full-time,0,"New York, United States",2/15/2023,0,1,United States,year,115000,,Quidel,"['excel', 'sap']"
Senior Data Scientist,Senior Data Scientist,"New York, NY",via Ladders,Full-time,0,"New York, United States",2/15/2023,0,1,United States,year,150000,,National Funding,"['r', 'python', 'sql', 'tableau', 'looker', 'git']"
Data Analyst,Data Analyst,"El Segundo, CA",via Dice,Full-time,0,"California, United States",2/5/2023,0,0,United States,year,105000,,Eleven Recruiting,"['sql', 'power bi']"
Data Scientist,Clinical Data Scientist,"Summit, NJ",via LinkedIn,Full-time,0,"New York, United States",2/17/2023,0,0,United States,year,112500,,"Kelly Science, Engineering, Technology & Telecom",
Data Scientist,Data Scientist,"Irving, TX",via Dice,Full-time,0,Sudan,2/22/2023,0,0,Sudan,year,125000,,Jobot,"['r', 'python', 'java', 'scala', 'c++', 'mongodb', 'mongodb', 'hadoop', 'spark']"
Data Analyst,Distribution Data Analysis,"Austin, TX",via LinkedIn,Contractor,0,"Texas, United States",2/27/2023,0,0,United States,hour,,31.5,ACL Digital,"['vba', 'sql', 'r', 'python', 'excel', 'sap', 'tableau']"
Data Engineer,AVP/Front Office Market Data Engineer,"New York, NY",via Ladders,Full-time,0,"New York, United States",2/9/2023,0,1,United States,year,125000,,AllianceBernstein Holding LP,"['linux', 'unix']"
Senior Data Scientist,Senior Data Developer,"Toronto, ON, Canada",via Ladders,Full-time,0,Canada,2/17/2023,1,0,Canada,year,90000,,Live Nation Entertainment,"['mongodb', 'mongodb', 'java', 'go', 'postgresql', 'kafka', 'kubernetes', 'docker']"
Data Engineer,Data Engineer,"Columbus, OH",via Ladders,Full-time,0,Georgia,2/9/2023,0,1,United States,year,115000,,CVS Health,"['sql', 'java', 'python', 'nosql', 'sql server', 'cassandra', 'mysql', 'hadoop', 'excel']"
Data Analyst,Data Analyst (No C2C),Anywhere,via LinkedIn,Contractor,1,Sudan,2/21/2023,0,0,Sudan,hour,,62.5,AllSTEM Connections,"['sql', 'python', 'r', 'scala']"
Senior Data Scientist,Senior Data Scientist,"Floral Park, NY",via Dice,Full-time,0,"New York, United States",2/7/2023,0,0,United States,year,92500,,Jobot,"['sql', 'python', 'sas', 'sas', 'r', 'tableau', 'excel', 'power bi', 'spss']"
Business Analyst,Business Analyst,"Estero, FL",via LinkedIn,Full-time,0,"Florida, United States",2/13/2023,0,0,United States,year,77000,,Hertz,"['sql', 'tableau']"
Data Scientist,Data Scientist Confirmé - Grenoble H/F,"Grenoble, France",via Ai-Jobs.net,Full-time,0,France,2/14/2023,0,0,France,year,157500,,Business & Decision,"['python', 'sql', 'numpy', 'pandas']"
Data Engineer,Snowflake Data Engineer,"New York, NY",via Indeed,Full-time,0,"Florida, United States",2/10/2023,0,0,United States,hour,,77.5,ASA,"['t-sql', 'python', 'snowflake', 'azure', 'databricks', 'ssis']"
Machine Learning Engineer,Research Scientists at DeepMind,"London, UK",via Ai-Jobs.net,Full-time,0,United Kingdom,2/2/2023,0,0,United Kingdom,year,149653,,DeepMind,
Senior Data Scientist,Senior Data Scientist,"Covina, CA",via IT JobServe,Full-time,0,"California, United States",2/2/2023,0,0,United States,year,160000,,Public Storage,"['sql', 'python', 'github', 'confluence']"
Data Analyst,Transportation Data Analyst,"Camden, NJ",via LinkedIn,Contractor,0,"New York, United States",2/4/2023,0,0,United States,hour,,22.5,Insight Global,"['excel', 'power bi', 'sap']"
Data Analyst,Data Analyst,"Deerfield, IL",via LinkedIn,Contractor,0,"Illinois, United States",2/13/2023,0,0,United States,hour,,45,EPITEC,"['snowflake', 'tableau']"
Data Analyst,IT Data Analyst (Modesto) [$30.65 - $32.18 an Hour],"Modesto, CA",via Indeed,Full-time,0,"California, United States",2/18/2023,0,0,United States,hour,,31.41500092,Golden Valley Health Centers,['flow']
Senior Data Analyst,"Senior Data Analyst, Marketing Operations","Morrow, GA",via PHL17 Jobs,Full-time,0,Georgia,2/3/2023,0,1,United States,year,77000,,Cox Communications,"['sql', 'oracle', 'tableau', 'microstrategy', 'workfront', 'jira']"
Data Scientist,Data Scientist,"Milan, IL",via Ladders,Full-time,0,"Illinois, United States",2/3/2023,0,1,United States,year,125000,,John Deere,"['sql', 'go', 'tableau']"
Data Scientist,"Intern, Data Science-See & Spray","Sunnyvale, CA",via ZipRecruiter,Full-time,0,"California, United States",2/17/2023,0,0,United States,hour,,49,Blue River Technology,"['go', 'python', 'c++', 'golang', 'rust', 'git', 'terraform']"
Data Engineer,"Data Engineer, Hardware","San Francisco, CA",via Ai-Jobs.net,Full-time,0,"California, United States",2/18/2023,0,1,United States,year,157500,,Block,"['sql', 'ruby', 'ruby', 'python', 'java', 'go', 'c', 'snowflake', 'bigquery', 'redshift', 'aws', 'gcp', 'airflow', 'git']"
Data Engineer,Data Engineer (Contractor; Remote) - Contract to Hire,Anywhere,via Upwork,Contractor,1,Georgia,2/23/2023,0,0,United States,hour,,40,Upwork,"['sql', 'python', 'scala', 'mysql', 'sql server', 'snowflake', 'bigquery', 'oracle', 'aws', 'azure', 'spark', 'airflow', 'tableau', 'git', 'bitbucket', 'kubernetes', 'flow']"
Data Analyst,Junior Financial Analyst - Data Analyst,"San Antonio, TX",via Indeed,Full-time,0,"Texas, United States",2/2/2023,0,1,United States,year,65000,,JS Perkins Consulting,"['excel', 'word']"
Data Engineer,Data Engineer,Anywhere,via Motion Recruitment,Contractor,1,"Texas, United States",2/13/2023,0,0,United States,hour,,67.5,Motion Recruitment,"['python', 'sql', 'aws', 'spark']"
Data Analyst,Data Analyst,"Milwaukee, WI",via Dice,Full-time,0,"Illinois, United States",2/22/2023,1,1,United States,hour,,45,Genesis10,"['sql', 'r', 'python', 'aws', 'power bi', 'flow']"
Data Scientist,Data Scientist,Anywhere,via LinkedIn,Contractor,1,"New York, United States",2/24/2023,0,0,United States,hour,,75,Harnham,"['r', 'python', 'sql', 'sql server', 'mysql', 'azure', 'aws', 'pyspark', 'hadoop', 'git', 'svn']"
Data Analyst,Data Analyst/ Document Control,"San Antonio, TX",via Genesis10 - Talentify,Contractor,0,"Texas, United States",2/2/2023,1,1,United States,hour,,35,Genesis10,['assembly']
Software Engineer,Lab System Engineer - Philadelphia United States - Work from Office,"Philadelphia, Jamaica (+5 others)",via AngelList,Full-time,0,Jamaica,2/28/2023,0,0,Jamaica,year,100000,,Excelra,['excel']
Software Engineer,Mid Fullstack Engineer (REMOTE),Anywhere,via AngelList,Full-time,1,Estonia,2/20/2023,1,0,Estonia,year,55000,,Fitsoftware OU,"['javascript', 'css', 'mysql', 'digitalocean', 'aws', 'laravel', 'linux', 'ubuntu', 'git', 'docker']"
Senior Data Engineer,Sr. Principal Instrumentation Data Engineer,"Palmdale, CA",via WANE Jobs,Full-time,0,"Florida, United States",2/6/2023,0,1,United States,year,143000,,Northrop Grumman,"['r', 'assembly']"
Senior Data Analyst,"Data Analytics Senior Auditor-Commercial, Corporate and Investment...","Charlotte, NC",via Ladders,Full-time,0,Georgia,2/15/2023,0,1,United States,year,115000,,Wells Fargo,"['sql', 'sas', 'sas']"
Data Scientist,Data Scientist,Anywhere,via Upwork,Contractor,1,"Texas, United States",2/15/2023,0,0,United States,hour,,52.5,Upwork,"['python', 'r']"
Senior Data Analyst,"Product Lifecycle Data Analyst ( Experienced, Senior)","Long Beach, CA",via My ArkLaMiss Jobs,Full-time,0,"California, United States",2/21/2023,0,1,United States,year,100000,,Boeing,
Data Analyst,Financial Data Analyst,New Jersey,via LinkedIn,Contractor,0,"New York, United States",2/13/2023,0,0,United States,hour,,18.18999863,Robert Half,"['go', 'word']"
Data Engineer,Lead Data Engineer (Remote-Eligible),"Forest Grove, PA",via My Stateline Jobs,Full-time,0,"California, United States",2/4/2023,0,1,United States,year,211000,,Capital One,"['java', 'scala', 'python', 'nosql', 'sql', 'mongo', 'shell', 'mysql', 'cassandra', 'redshift', 'snowflake', 'aws', 'azure', 'hadoop', 'kafka', 'spark']"
Software Engineer,BI Developer | Bees Brasil,"Campinas, State of São Paulo, Brazil",via Ai-Jobs.net,Full-time,0,Brazil,2/14/2023,0,0,Brazil,year,79200,,BEES,"['sql', 'tableau']"
Data Analyst,Part-time / Junior Data Analyst (Remote),"Fillmore, IL",via Careers In Cannabis,Part-time,0,"Illinois, United States",2/23/2023,1,0,United States,hour,,35,Trans-Tach,
Data Analyst,Business Data Analyst,"Fort Worth, TX",via ZipRecruiter,Full-time,0,"Texas, United States",2/24/2023,0,1,United States,hour,,27.5,Aditi Consulting,"['sql', 'sap', 'excel', 'word', 'powerpoint']"
Data Scientist,Data Science and Analysis,"Chantilly, VA",via Ai-Jobs.net,Full-time,0,"New York, United States",2/18/2023,0,0,United States,year,99150,,Citizant,"['python', 'r', 'sql', 'power bi', 'dax', 'tableau']"
Data Scientist,Sr. Data Scientist,"Plantation, FL",via Ladders,Full-time,0,"Florida, United States",2/16/2023,0,1,United States,year,90000,,Motorola Solutions,"['python', 'sql', 'azure', 'databricks', 'tableau', 'power bi', 'kubernetes', 'jira']"
Senior Data Analyst,Senior Data Analyst,"St. Louis, MO",via SonicJobs,Full-time,0,"Illinois, United States",2/1/2023,1,0,United States,hour,,54,Aston Carter,"['sas', 'sas', 'sql', 'phoenix', 'flow']"
Data Engineer,Data Science Engineer,"Austin, TX",via Ladders,Full-time,0,"Texas, United States",2/27/2023,0,0,United States,year,90000,,ServiceNow,"['aws', 'redshift', 'terraform', 'docker']"
Data Analyst,"Data Analyst IV (Healthcare Analytics)(SQL, Teradata)","St. Louis, MO",via Ladders,Full-time,0,"Illinois, United States",2/26/2023,0,1,United States,year,90000,,Centene Corp,"['python', 'r']"
Data Scientist,Data Scientist,"Carlsbad, CA",via Adzuna,Full-time,0,"California, United States",2/13/2023,0,0,United States,year,112500,,Genentech,"['python', 'sql', 'r', 'snowflake', 'pandas', 'scikit-learn', 'keras', 'tensorflow', 'tableau', 'github']"
Data Engineer,Data Scientist / Data Engineer,"Sacramento, CA",via Indeed,Contractor,0,"California, United States",2/15/2023,0,1,United States,year,80500,,"E-Logic, Inc.","['java', 'scala', 'r', 'python', 'nosql', 'sql']"
Data Engineer,Production Data Engineer,"Johannesburg, South Africa",via Ai-Jobs.net,Full-time,0,South Africa,2/9/2023,0,0,South Africa,year,133000,,Standard Bank Group,"['sql', 'sas', 'sas', 'windows', 'git']"
Data Scientist,Director of Data Science,"San Diego, CA",via My ArkLaMiss Jobs,Full-time,0,"California, United States",2/3/2023,0,0,United States,year,212500,,Harnham,"['python', 'aws']"
Data Analyst,"Director, Customer Success Data Analytics",United States,via Ai-Jobs.net,Full-time,0,"Texas, United States",2/9/2023,0,0,United States,year,116950,,Emburse,"['snowflake', 'looker', 'tableau']"
Data Scientist,Data Scientist,Anywhere,via Dice,Contractor,1,"Illinois, United States",2/27/2023,0,0,United States,year,55000,,T-Stone Technologies Inc,"['python', 'c++', 'java', 'sql', 'kafka', 'spark', 'hadoop', 'react', 'angular', 'django', 'kubernetes', 'docker', 'jenkins']"
Data Analyst,Technology Project Manager/ Data Analyst,"Jacksonville, GA",via Ladders,Full-time,0,Georgia,2/24/2023,0,1,United States,year,90000,,Elevance Health,"['r', 'python', 'sql']"
Senior Data Engineer,Senior Data Engineer,"Prague, Czechia",via Ai-Jobs.net,Full-time,0,Czechia,2/22/2023,0,0,Czechia,year,147500,,dentsu international,"['python', 'bash', 'powershell', 'aws', 'azure', 'git', 'github', 'bitbucket', 'terraform', 'docker', 'confluence']"
Data Analyst,Data Analyst needed for non-profit in SF,"San Francisco, CA",via ZipRecruiter,,0,"California, United States",2/15/2023,0,0,United States,hour,,35.875,Robert Half,"['spreadsheet', 'word']"
Data Scientist,Data Scientist - REMOTE- US CITIZEN,Anywhere,via LinkedIn,Full-time,1,Sudan,2/1/2023,0,0,Sudan,year,120000,,REI Systems,"['python', 'r', 'sql', 'aws', 'azure', 'tensorflow', 'keras', 'pytorch', 'hadoop']"
Data Analyst,Data Analyst 3 - 00211,"Rensselaer, NY",via LinkedIn,Full-time,0,"New York, United States",2/6/2023,0,1,United States,year,109164,,New York State Department of Health,"['r', 'tableau']"
Data Scientist,Data Scientist Intern,"Phoenix, AZ",via Dice,Full-time,0,Sudan,2/10/2023,0,0,Sudan,year,70000,,"Acadia Technologies, Inc.",
Data Scientist,Data Strategist,"Cluj-Napoca, Romania",via Ai-Jobs.net,Full-time,0,Romania,2/28/2023,1,0,Romania,year,80850,,ComplyAdvantage,"['excel', 'spreadsheet']"
Data Analyst,"Data Analyst, Product Analytics","Culver City, CA",via Ladders,Full-time,0,"California, United States",2/26/2023,1,1,United States,year,115000,,Warner Media Group,"['sql', 'tableau', 'looker']"
Data Analyst,Data Analyst,"Town and Country, MO",via LinkedIn,Full-time,0,"Illinois, United States",2/23/2023,0,0,United States,year,80000,,Stockell Consulting,"['sql', 'sql server', 'word', 'excel', 'powerpoint', 'tableau']"
Data Scientist,🦸Research Engineer/ Data Scientist,Anywhere,via LinkedIn,Full-time,1,"Illinois, United States",2/7/2023,0,0,United States,year,175000,,Intelletec,"['python', 'aws', 'azure', 'pytorch']"
Data Analyst,Systems Data Analyst,"Oxnard, CA",via TEKsystems Careers,Full-time,0,"California, United States",2/17/2023,1,0,United States,hour,,75,TEKsystems,
Data Analyst,Jr. Data Analyst,"Addison, TX",via Indeed,Contractor,0,"Texas, United States",2/9/2023,1,0,United States,hour,,31.15999985,Eclaro,
Data Analyst,Data Reporting Analyst,"Atlanta, GA",via ZipRecruiter,Contractor,0,Georgia,2/15/2023,0,0,United States,hour,,55,The Jacobson Group,"['sql', 'power bi', 'excel', 'jira']"
Data Analyst,Data Integrity Analyst-OSINT,"Tampa, FL",via ZipRecruiter,Full-time,0,"Florida, United States",2/28/2023,0,0,United States,year,70000,,NexTech Solutions LLC,
Business Analyst,"Senior Analyst Planning, Forecasting & Reporting","New York, NY",via LinkedIn,Full-time,0,"New York, United States",2/20/2023,0,0,United States,year,85000,,Aquent,"['sql', 'sas', 'sas', 'tableau', 'excel']"
Data Scientist,Head of Data Science,United States,via LinkedIn,Full-time,0,Sudan,2/3/2023,0,1,Sudan,year,351500,,Demandbase,
Software Engineer,BI Developer,"Pune, Maharashtra, India",via Ai-Jobs.net,Full-time,0,India,2/13/2023,0,0,India,year,79200,,Pattern,"['sql', 'oracle', 'snowflake', 'tableau']"
Software Engineer,IT Solution Analyst IV - Remote,"Albuquerque, NM",via Ladders,Full-time,0,Sudan,2/14/2023,0,0,Sudan,year,115000,,Banner Health,"['sql', 'sas', 'sas', 'tableau', 'excel', 'ssrs']"
Data Scientist,Data Scientist,"Pittsburgh, PA",via Ladders,Full-time,0,"Illinois, United States",2/8/2023,0,0,United States,year,90000,,Govini,"['python', 'sql', 'aws', 'spark', 'git']"
Data Analyst,"DRU Data Analyst, Career (Flexible Location)","Oakland, CA",via Ladders,Full-time,0,"California, United States",2/6/2023,0,0,United States,year,115000,,PG&E Corporation,"['tableau', 'sharepoint']"
Data Analyst,23-00059 BI Data Analysts + Media >> Hybrid in L.A. or N.Y.,"New York, NY",via Dice,Contractor,0,"New York, United States",2/28/2023,1,0,United States,hour,,67.5,"iSpace, Inc","['go', 'sql', 'aws', 'snowflake', 'tableau', 'looker', 'word']"
Data Analyst,Data Analyst,"Charlotte, NC",via Dice,Contractor,0,Georgia,2/9/2023,1,1,United States,hour,,64.45999908,"MATRIX Resources, Inc.",['flow']
Data Scientist,"Data Scientist III (Games AI) - Riot Data, Technology Research","Los Angeles, CA",via Ladders,Full-time,0,"California, United States",2/22/2023,0,1,United States,year,200000,,Riot Games,"['python', 'gcp', 'aws', 'pytorch', 'tensorflow', 'unreal']"
Data Scientist,Analytics Engineer,"Sydney NSW, Australia",via Ai-Jobs.net,Full-time,0,Australia,2/22/2023,0,0,Australia,year,81000,,PaidRight,"['python', 'sql', 'gcp', 'aws', 'azure', 'bigquery', 'pyspark', 'tableau', 'looker', 'git']"
Data Engineer,ITASE Data Engineer,"Huntsville, AL",via Indeed,Full-time,0,Sudan,2/4/2023,0,0,Sudan,year,115000,,Peraton,"['sql', 'nosql']"
Data Engineer,IT Applications/Report Developer (Data Engineer),Anywhere,via LinkedIn,Full-time,1,"Florida, United States",2/21/2023,0,1,United States,year,65752.5,,Trillium Health Resources,"['sql', 'python', 'go', 'nosql', 'c#', 'sql server', 'mysql', 'azure', 'oracle', 'aws', 'power bi', 'ssrs', 'ssis']"
Senior Data Analyst,Metrics and Data Analyst Sr,"Reston, VA",via Ladders,Full-time,0,"New York, United States",2/27/2023,0,0,United States,year,90000,,SAIC,"['sharepoint', 'microstrategy', 'excel']"
Data Analyst,Sr. Data Analyst,"Jacksonville, FL","via Jacksonville, FL - Geebo",Full-time,0,"Florida, United States",2/9/2023,1,0,United States,hour,,24,HireRocket,
Data Scientist,Data Scientist,"Baltimore, MD",via LinkedIn,Contractor,0,"New York, United States",2/10/2023,0,0,United States,hour,,57.5,Venusgeo Solutions Inc,"['sql', 'azure', 'sharepoint', 'word', 'powerpoint', 'excel']"
Data Analyst,Data Analyst,"Atlanta, GA",via Indeed,Full-time,0,Georgia,2/6/2023,1,1,United States,year,70500,,The Intersect Group,"['sql', 'python', 'r', 'power bi']"
